DATE_HOUR,FROM_STOP_NAME,TOTAL_PASSENGER
2024-06-17 07,Poovanathin Moodu,5
2024-06-17 07,Palayam Fine Arts College,71
2024-06-17 07,Kseb Chakkai,16
2024-06-17 07,Puliyarakkonam,17
2024-06-17 07,Nalanchira Main Gate,34
2024-06-17 07,Pettah Pallimukku,8
2024-06-17 07,Kesavadasapuram,4
2024-06-17 07,Kumarapuram,57
2024-06-17 07,Balaramapuram,24
2024-06-17 07,Vellayambalam,63
2024-06-17 07,Venkavila Junction,5
2024-06-17 07,Veli Lake,65
2024-06-17 07,Thampanoor Ktdc Chaithram,20
2024-06-17 07,Kovalam Beach,95
2024-06-17 07,Valiyarathala,12
2024-06-17 07,Njadoorkonam,19
2024-06-17 07,East Fort Bus Stand,322
2024-06-17 07,Vedivechan Kovil,7
2024-06-17 07,Kaniyapuram,100
2024-06-17 07,Chempoor Junction,6
2024-06-17 07,Aruvikkara,14
2024-06-17 07,Pamamcode,3
2024-06-17 07,East Fort North Bus Stand,665
2024-06-17 07,Vencode,8
2024-06-17 07,Pullampara Palam,35
2024-06-17 07,Kattadimukku,7
2024-06-17 07,Kowdiar,12
2024-06-17 07,Kazhakkoottam,236
2024-06-17 07,Radio Station Monvila,12
2024-06-17 07,Karamana Junction,60
2024-06-17 07,Karyavattom University,26
2024-06-17 07,Vettinadu,10
2024-06-17 07,Vembayam,92
2024-06-17 07,Valiyathura,22
2024-06-17 07,Pettah Pallimukku Junction,5
2024-06-17 07,Anchamkallu,8
2024-06-17 07,Konkalam Junction,1
2024-06-17 07,Puthanpalam,3
2024-06-17 07,Pmg,7
2024-06-17 07,Irumpa,3
2024-06-17 07,Azhikode,1
2024-06-17 07,Statue Sbi Or Secretariat,240
2024-06-17 07,Andoorkonam Hospital,8
2024-06-17 07,Sn Nagar,28
2024-06-17 07,Athiyanoor,11
2024-06-17 07,Statue Bsnl,50
2024-06-17 07,Thampanoor Main Bus Stand,259
2024-06-17 07,Military Hospital Pangodu,9
2024-06-17 07,Maranalloor,11
2024-06-17 07,Peringammala,5
2024-06-17 07,Irinchayam,18
2024-06-17 07,Kallumoodu,9
2024-06-17 07,Kuttimoodu,8
2024-06-17 07,Kuttiyani,5
2024-06-17 07,Panagod,6
2024-06-17 07,Vazhavilapaalam,5
2024-06-17 07,Titanium,2
2024-06-17 07,Mannanthala,22
2024-06-17 07,J T S Mancha,2
2024-06-17 07,Karikkakom Temple,20
2024-06-17 07,Water Tank Pallithura,6
2024-06-17 07,Killy,2
2024-06-17 07,Maruthoorkadavu,9
2024-06-17 07,Nemom,11
2024-06-17 07,Pulinkudy,11
2024-06-17 07,Azhimala Temple,23
2024-06-17 07,Poundukadavu,2
2024-06-17 07,Manacaud,5
2024-06-17 07,Koppam,1
2024-06-17 07,Chowalloor,1
2024-06-17 07,Beema Pally,6
2024-06-17 07,Nannattukavu A,1
2024-06-17 07,Pirappancode,2
2024-06-17 07,Vettuthura,1
2024-06-17 07,Chellamagalam Panjayath,22
2024-06-17 07,Kerala University,15
2024-06-17 07,Vavara Ambalam,5
2024-06-17 07,Chenkottukonam,53
2024-06-17 07,Vellayambalam Elankim Devi,44
2024-06-17 07,Perumkuzhi,20
2024-06-17 07,Ooruttambalam,12
2024-06-17 07,Korani Junction,25
2024-06-17 07,World Market,44
2024-06-17 07,East Mukkola,12
2024-06-17 07,Medical College Thiruvananthapuram,14
2024-06-17 07,Sree Karyam,31
2024-06-17 07,Peroorkada Depot,94
2024-06-17 07,Pothencode,190
2024-06-17 07,Ambalamukku,5
2024-06-17 07,Vellaikadavu,18
2024-06-17 07,Kovalam Junction,24
2024-06-17 07,Overbridge Pulimoodu,10
2024-06-17 07,Chirayinkeezhu Bus Stand,96
2024-06-17 07,Kattakkada,13
2024-06-17 07,Kavinpuram,3
2024-06-17 07,Kumarichantha,39
2024-06-17 07,Shangumukham,19
2024-06-17 07,Kudappanakunnu Bank Junction,20
2024-06-17 07,Kulathoor,26
2024-06-17 07,Mylamoodu,13
2024-06-17 07,Punnakkamugal,4
2024-06-17 07,Crpf Gate,10
2024-06-17 07,Channakara,1
2024-06-17 07,Attingal Bus Station,212
2024-06-17 07,Rotary,9
2024-06-17 07,Pachaloor Chudukadu Temple,12
2024-06-17 07,Sreekaryam Junction,142
2024-06-17 07,Easwara Vilasam Cotton Hill School,18
2024-06-17 07,Ulloor,183
2024-06-17 07,Peroorkada Junction,62
2024-06-17 07,Kollamkonam,12
2024-06-17 07,Pachalloor School,9
2024-06-17 07,Jts Mancha,6
2024-06-17 07,Cheru Vettukadu,15
2024-06-17 07,Vettukadu,27
2024-06-17 07,Museum Public Office Complex,11
2024-06-17 07,Venganoor,32
2024-06-17 07,Kolichira,2
2024-06-17 07,Thiruvallam,87
2024-06-17 07,Venjarammoodu Depot,105
2024-06-17 07,Pattoor Junction,105
2024-06-17 07,Mangalapuram East,37
2024-06-17 07,Malayam High School,4
2024-06-17 07,Kalliyoor Grama Panchayath Office,20
2024-06-17 07,Panangodu Junction,20
2024-06-17 07,Kattayikonam,17
2024-06-17 07,Kiliyoor,16
2024-06-17 07,Perumathura,8
2024-06-17 07,Pongumoodu,15
2024-06-17 07,Chittazha,23
2024-06-17 07,Mamam,21
2024-06-17 07,Vazhamuttom,13
2024-06-17 07,Pattoor,48
2024-06-17 07,Kanjirampara Junction,5
2024-06-17 07,Kallayam,9
2024-06-17 07,Murukkumpuzha,40
2024-06-17 07,Peroorkada,13
2024-06-17 07,Karyavattom,8
2024-06-17 07,Chempazhanthy,28
2024-06-17 07,Medical College Bus Stand,39
2024-06-17 07,Mettukada,27
2024-06-17 07,Kottarakkari,5
2024-06-17 07,Valiyavila,15
2024-06-17 07,Agricultural College Poonkulam,16
2024-06-17 07,Vandithadam,85
2024-06-17 07,Kamaleswaram,88
2024-06-17 07,Mukkola,9
2024-06-17 07,Mottamoodu,9
2024-06-17 07,Valiyathura Shangumugam,9
2024-06-17 07,Shangumukham Beach,21
2024-06-17 07,Pangappara,42
2024-06-17 07,Kadinamkulam,9
2024-06-17 07,Kanjirampara,86
2024-06-17 07,Koithoorkonam,10
2024-06-17 07,Puthukurichi Post Office,2
2024-06-17 07,Thoongampara,8
2024-06-17 07,Kazhakkoottam Railway Station,2
2024-06-17 07,Thampanoor Railway Station,1
2024-06-17 07,Mudavanmugal,3
2024-06-17 07,Poonthura Junction,13
2024-06-17 07,Kachani Junction,8
2024-06-17 07,Vavarambalam,4
2024-06-17 07,Veli Church,2
2024-06-17 07,Valiyashala Mahadeva Temple,3
2024-06-17 07,Vikas Bhavan Depot,4
2024-06-17 07,Ayurveda College,1
2024-06-17 07,Anayara,1
2024-06-17 07,Plamoodu,2
2024-06-17 07,Paippinmoodu,13
2024-06-17 07,Moozhi,1
2024-06-17 07,Aiyroopara,11
2024-06-17 07,Vellanchira,8
2024-06-17 07,Thrikkannapuram,4
2024-06-17 07,Beemapalli Back,4
2024-06-17 07,Law College Junction Kunnukuzhy,2
2024-06-17 07,6th Stone Vazhayila,4
2024-06-17 07,Lms Corporation Office,2
2024-06-17 07,Maithani,1
2024-06-17 07,Kalliyodu,8
2024-06-17 07,Block Junction Venkavila,3
2024-06-17 07,Puthukurichy Church,2
2024-06-17 07,Chettikulangara Sreedevi Temple,2
2024-06-17 07,Seemamulamukku,4
2024-06-17 07,Malayinkeezh,4
2024-06-17 07,Thampanoor-railway Station,10
2024-06-17 07,Thekkada Junction,6
2024-06-17 07,Padinjattumukku,7
2024-06-17 07,Karakulam Palam,1
2024-06-17 06,Chittazha,21
2024-06-17 06,Thampanoor Main Bus Stand,324
2024-06-17 06,Kanjirampara,75
2024-06-17 06,Irinchayam Steps,10
2024-06-17 06,Perumathura,3
2024-06-17 06,Paippinmoodu,30
2024-06-17 06,Pettah Pallimukku Junction,13
2024-06-17 06,Malayinkeezh,50
2024-06-17 06,Chenkottukonam,29
2024-06-17 06,Pangappara,47
2024-06-17 06,Vattappara,41
2024-06-17 06,Pongumoodu,23
2024-06-17 06,Law College Junction Kunnukuzhy,4
2024-06-17 06,16th Mile,33
2024-06-17 06,Kerala University,13
2024-06-17 06,Chempazhanthy,17
2024-06-17 06,Moozhi,13
2024-06-17 06,Rotary,23
2024-06-17 06,Mottamoodu,14
2024-06-17 06,Civil Station Junction Kudappanakunnu,16
2024-06-17 06,Jagathy,48
2024-06-17 06,Vellaikadavu,17
2024-06-17 06,Chirayinkeezhu Bus Stand,14
2024-06-17 06,Valiyarathala,36
2024-06-17 06,Thampanoor Railway Station,1
2024-06-17 06,Radio Station Monvila,43
2024-06-17 06,Nettayam,35
2024-06-17 06,Mananthala,10
2024-06-17 06,Punnakkamugal Junction,5
2024-06-17 06,Titanium,4
2024-06-17 06,Korani Junction,12
2024-06-17 06,Pachaloor Chudukadu Temple,9
2024-06-17 06,Valliya Kattayikkal,1
2024-06-17 06,Ulloor,234
2024-06-17 06,Ooruttambalam,22
2024-06-17 06,Technopark Front Gate,1
2024-06-17 06,Kalliyodu,19
2024-06-17 06,Azhikode,4
2024-06-17 06,Konkalam,11
2024-06-17 06,Edapazhanji Pangode Fish Market,6
2024-06-17 06,Kudappanakunnu Bank Junction,5
2024-06-17 06,Kadinamkulam,9
2024-06-17 06,Puthukurichy Church,1
2024-06-17 06,Sn Nagar,47
2024-06-17 06,Valiyavila,40
2024-06-17 06,Medical College Bus Stand,60
2024-06-17 06,Kumarapuram,57
2024-06-17 06,Statue Sbi Or Secretariat,240
2024-06-17 06,Mukkola,2
2024-06-17 06,Aiyroopara,23
2024-06-17 06,Karakulam Palam,7
2024-06-17 06,Murinjapalam,84
2024-06-17 06,Kiliyoor,41
2024-06-17 06,Kallumoodu,15
2024-06-17 06,Kuzhivila,39
2024-06-17 06,Nannattukavu,4
2024-06-17 06,Koithoorkonam,9
2024-06-17 06,Thekkada Junction,16
2024-06-17 06,Peroorkada Depot,46
2024-06-17 06,Kovalam Junction,25
2024-06-17 06,Chakai,32
2024-06-17 06,Attingal Bus Station,148
2024-06-17 06,Pattoor,45
2024-06-17 06,Dpi Junction,7
2024-06-17 06,Kanjirampara Junction,15
2024-06-17 06,J T S Mancha,3
2024-06-17 06,Ks Road Kovalam Junction,1
2024-06-17 06,Pamamcode,12
2024-06-17 06,Kanakkod,1
2024-06-17 06,Kavinpuram,10
2024-06-17 06,Seemamulamukku,14
2024-06-17 06,Veli Lake,18
2024-06-17 06,Panangodu Junction,18
2024-06-17 06,Padinjattumukku,2
2024-06-17 06,Murukkumpuzha,48
2024-06-17 06,Karamana Prs,1
2024-06-17 06,Andoorkonam Hospital,3
2024-06-17 06,Konchira,10
2024-06-17 06,Palayam Saphalyam,2
2024-06-17 06,Kattakkada,20
2024-06-17 06,Melathumele,7
2024-06-17 06,Museum,2
2024-06-17 06,Nalamkallu,1
2024-06-17 06,10th Stone Patham Kallu,6
2024-06-17 06,Cheru Vettukadu,1
2024-06-17 06,Mangalapuram East,22
2024-06-17 06,Sk Hospital,2
2024-06-17 06,Kunnapuzha,1
2024-06-17 06,Avanavanchery,2
2024-06-17 06,Vellanchira,6
2024-06-17 06,Fort Hospital,1
2024-06-17 06,Perekonam,2
2024-06-17 06,Mudavanmugal,1
2024-06-17 06,Medical College Sat,2
2024-06-17 06,Pallimukku,1
2024-06-17 06,Panagod,2
2024-06-17 06,Aruvippuram,2
2024-06-17 06,Chempoor Junction,3
2024-06-17 06,Pettah Railway Station,3
2024-06-17 06,Palayam Bakery Junction,1
2024-06-17 06,Pulinkudy,1
2024-06-17 06,Chanthavila,12
2024-06-17 06,Contonment Gate,11
2024-06-17 06,Mamam,4
2024-06-17 06,Thirumala,5
2024-06-17 06,Kovalam Beach,133
2024-06-17 06,Chellamagalam Panjayath,21
2024-06-17 06,East Mukkola,9
2024-06-17 06,Lms Corporation Office,2
2024-06-17 06,Kaniyapuram,119
2024-06-17 06,Valiyathura,22
2024-06-17 06,Pachalloor School,18
2024-06-17 06,Vembayam,54
2024-06-17 06,Pmg,19
2024-06-17 06,Pappanamcode,42
2024-06-17 06,Athiyanoor,8
2024-06-17 06,Nedumangad Bus Stand,250
2024-06-17 06,Kumarichantha,30
2024-06-17 06,Pothencode,259
2024-06-17 06,Njadoorkonam,43
2024-06-17 06,Jts Mancha,8
2024-06-17 06,Kattayikonam,8
2024-06-17 06,Thampanoor-railway Station,17
2024-06-17 06,Vettinadu,12
2024-06-17 06,Karyavattom University,12
2024-06-17 06,Pattoor Junction,168
2024-06-17 06,Malayam,19
2024-06-17 06,Thoongampara,11
2024-06-17 06,Venganoor,50
2024-06-17 06,Vellayambalam,63
2024-06-17 06,Mylamoodu,17
2024-06-17 06,Venjarammoodu Depot,37
2024-06-17 06,Vettuthura,1
2024-06-17 06,Mullassery,12
2024-06-17 06,Kulathoor,70
2024-06-17 06,Vayalikada,24
2024-06-17 06,Statue Bsnl,40
2024-06-17 06,Muttada St Joseph School,2
2024-06-17 06,Paruthippara,1
2024-06-17 06,Beema Pally,11
2024-06-17 06,Vedivechan Kovil,7
2024-06-17 06,Pullampara Palam,36
2024-06-17 06,Perumkuzhi,10
2024-06-17 06,Pattom Sut Office,211
2024-06-17 06,Poovanathin Moodu,3
2024-06-17 06,Kseb Chakkai,50
2024-06-17 06,Kallayam,17
2024-06-17 06,Kollamkonam,13
2024-06-17 06,Palayam Fine Arts College,40
2024-06-17 06,Karyavattom,5
2024-06-17 06,Agricultural College Poonkulam,6
2024-06-17 06,Medical College Thiruvananthapuram,37
2024-06-17 06,Sasthamangalam,2
2024-06-17 06,Maruthankuzhi,67
2024-06-17 06,Nemom,26
2024-06-17 06,World Market,35
2024-06-17 06,Sreekaryam Junction,104
2024-06-17 06,Mukkolakkal,22
2024-06-17 06,Karamana Junction,84
2024-06-17 06,Valiyathura Shangumugam,21
2024-06-17 06,Vazhamuttom,19
2024-06-17 06,East Fort South Bus Stand,140
2024-06-17 06,Pirappancode,5
2024-06-17 06,Anthiyoorkonam,1
2024-06-17 06,Shangumukham,36
2024-06-17 06,Mettukada,14
2024-06-17 06,Mangalapuram,45
2024-06-17 06,Crpf Gate,21
2024-06-17 06,Irinchayam,5
2024-06-17 06,Puliyarakkonam,11
2024-06-17 06,Nalanchira Main Gate,17
2024-06-17 06,Azhimala Temple,28
2024-06-17 06,Peroorkada Junction,53
2024-06-17 06,Pettah Pallimukku,12
2024-06-17 06,East South Fort Bus Stand,325
2024-06-17 06,Aruvikkara,23
2024-06-17 06,Vettukadu,40
2024-06-17 06,Vavarambalam,12
2024-06-17 06,Puthanpalam,15
2024-06-17 06,Karipur,1
2024-06-17 06,Kalliyoor Grama Panchayath Office,14
2024-06-17 06,Kuttiyani,11
2024-06-17 06,Neyyattinkara Bus Station,45
2024-06-17 06,Anchamkallu,8
2024-06-17 06,Vellayambalam Elankim Devi,57
2024-06-17 06,Valiyashala Mahadeva Temple,5
2024-06-17 06,Peroorkada,6
2024-06-17 06,East Fort North Bus Stand,850
2024-06-17 06,Thiruvallam,101
2024-06-17 06,Kachani Junction,30
2024-06-17 06,Sree Karyam,32
2024-06-17 06,Balaramapuram,21
2024-06-17 06,6th Stone Vazhayila,8
2024-06-17 06,Ponnara Bridge,2
2024-06-17 06,Kazhakkoottam,304
2024-06-17 06,Vencode,2
2024-06-17 06,Kamaleswaram,81
2024-06-17 06,Nannattukavu A,2
2024-06-17 06,Vandithadam,73
2024-06-17 06,St Andrews,1
2024-06-17 06,Nehru Junction,3
2024-06-17 06,Easwara Vilasam Cotton Hill School,5
2024-06-17 06,East Fort Bus Stand,248
2024-06-17 06,Fathima Thumba,2
2024-06-17 06,Poonthura Junction,37
2024-06-17 06,Maithani,3
2024-06-17 06,Irumpa,19
2024-06-17 06,Shangumukham Beach,17
2024-06-17 06,Ambalamukku,1
2024-06-17 06,Kulasekharam,14
2024-06-17 06,Poundukadavu,4
2024-06-17 06,Plamoodu,1
2024-06-17 06,Block Junction Venkavila,3
2024-06-17 06,Karakulam Post,1
2024-06-17 06,Kottarakkari,4
2024-06-17 06,Manacaud,1
2024-06-17 06,Kesavadasapuram,7
2024-06-17 06,Mannanthala,13
2024-06-17 06,Kuttimoodu,4
2024-06-17 06,Kodunganoor,12
2024-06-17 06,Maranalloor,5
2024-06-17 06,Malamelkunnu,4
2024-06-17 06,Kayalkara,3
2024-06-17 06,Peyad,4
2024-06-17 06,Beemapalli Back,5
2024-06-17 06,Rcc Thiruvananthapuram,2
2024-06-17 06,Vavara Ambalam,2
2024-06-17 06,Veli Church,3
2024-06-17 05,Block Junction Venkavila,5
2024-06-17 05,Poojapura Junction,3
2024-06-17 05,Venkavila Junction,7
2024-06-17 05,Sree Karyam,49
2024-06-17 05,Athiyanoor,4
2024-06-17 05,Thoongampara,6
2024-06-17 05,Arappura,6
2024-06-17 05,Fort Hospital,12
2024-06-17 05,Vettuthura,1
2024-06-17 05,Malayam,6
2024-06-17 05,Attingal Bus Station,163
2024-06-17 05,Sk Hospital,2
2024-06-17 05,Palayam Fine Arts College,46
2024-06-17 05,Lms Corporation Office,8
2024-06-17 05,Statue Bsnl,65
2024-06-17 05,Balaramapuram,12
2024-06-17 05,Museum Public Office Complex,7
2024-06-17 05,Moozhi,15
2024-06-17 05,Mamam,18
2024-06-17 05,Perunelli,7
2024-06-17 05,Civil Station Junction Kudappanakunnu,4
2024-06-17 05,16th Mile,59
2024-06-17 05,Chowalloor,10
2024-06-17 05,Mukkolakkal Temple,5
2024-06-17 05,Korani Junction,56
2024-06-17 05,Pullampara Palam,31
2024-06-17 05,Valliya Kattayikkal,4
2024-06-17 05,Peroorkada,7
2024-06-17 05,Thirumala,14
2024-06-17 05,Valiyathura Shangumugam,38
2024-06-17 05,Njadoorkonam,60
2024-06-17 05,Contonment Gate,3
2024-06-17 05,Kavinpuram,3
2024-06-17 05,Vazhamuttom,13
2024-06-17 05,Kayalkara,19
2024-06-17 05,6th Stone Vazhayila,5
2024-06-17 05,Malamelkunnu,23
2024-06-17 05,Edapazhanji Pangode Fish Market,5
2024-06-17 05,Nehru Junction,7
2024-06-17 05,Venganoor,53
2024-06-17 05,Model School Thycaud,5
2024-06-17 05,Anchamkallu,24
2024-06-17 05,St Andrews,9
2024-06-17 05,Vembayam,41
2024-06-17 05,Karikkakom Temple,13
2024-06-17 05,Chakai,56
2024-06-17 05,Kulasekharam,3
2024-06-17 05,Mangalapuram East,33
2024-06-17 05,Vedivechan Kovil,14
2024-06-17 05,Vavara Ambalam,9
2024-06-17 05,East Fort North Bus Stand,833
2024-06-17 05,Kollamkonam,16
2024-06-17 05,Perumkuzhi,8
2024-06-17 05,Chanthavila,1
2024-06-17 05,Irinchayam Steps,14
2024-06-17 05,Puthuveettumele,1
2024-06-17 05,Thekkada Junction,33
2024-06-17 05,Peroorkada Depot,98
2024-06-17 05,East Fort Bus Stand,226
2024-06-17 05,Shangumukham,25
2024-06-17 05,Ulloor,184
2024-06-17 05,Vandithadam,77
2024-06-17 05,Ponnara Bridge,2
2024-06-17 05,Pmg,28
2024-06-17 05,Medical College Thiruvananthapuram,3
2024-06-17 05,Kalliyoor Grama Panchayath Office,23
2024-06-17 05,Neyyattinkara Bus Station,45
2024-06-17 05,Nemom,27
2024-06-17 05,Manacaud,4
2024-06-17 05,Ambalamukku,9
2024-06-17 05,East South Fort Bus Stand,264
2024-06-17 05,Konchira,16
2024-06-17 05,Kovalam Beach,40
2024-06-17 05,Irumpa,10
2024-06-17 05,Kadinamkulam,34
2024-06-17 05,Seemamulamukku,7
2024-06-17 05,Kaniyapuram,159
2024-06-17 05,Peroorkada Junction,72
2024-06-17 05,Melathumele,13
2024-06-17 05,Poundukadavu,17
2024-06-17 05,Sasthamangalam,9
2024-06-17 05,Statue Sbi Or Secretariat,246
2024-06-17 05,Anthiyoorkonam,5
2024-06-17 05,Puthanpalam,21
2024-06-17 05,Vazhavilapaalam,13
2024-06-17 05,Easwara Vilasam Cotton Hill School,19
2024-06-17 05,Kulathoor,25
2024-06-17 05,Nalamkallu,4
2024-06-17 05,Thampanoor Main Bus Stand,323
2024-06-17 05,Paippinmoodu,19
2024-06-17 05,Thampanoor Ktdc Chaithram,27
2024-06-17 05,Pettah Pallimukku Junction,21
2024-06-17 05,Mettukada,14
2024-06-17 05,Maruthankuzhi,68
2024-06-17 05,Pattoor,29
2024-06-17 05,Kuttimoodu,9
2024-06-17 05,Andoorkonam Hospital,6
2024-06-17 05,Kachani Junction,32
2024-06-17 05,Thrikkannapuram,14
2024-06-17 05,Vellayambalam Elankim Devi,76
2024-06-17 05,Pamamcode,9
2024-06-17 05,Radio Park Junction,1
2024-06-17 05,J T S Mancha,3
2024-06-17 05,Kunnapuzha,2
2024-06-17 05,Mangattukadavu,1
2024-06-17 05,Vazhuthacaud Womens College,2
2024-06-17 05,Cheru Vettukadu,6
2024-06-17 05,Paruthikkuzhy,14
2024-06-17 05,East Fort South Bus Stand,159
2024-06-17 05,Pattoor Junction,92
2024-06-17 05,Karyavattom University,44
2024-06-17 05,Military Hospital Pangodu,9
2024-06-17 05,Pattom Sut Office,214
2024-06-17 05,Killy,1
2024-06-17 05,Sn Nagar,48
2024-06-17 05,Kodunganoor,20
2024-06-17 05,Irinchayam,16
2024-06-17 05,Kerala University,12
2024-06-17 05,Murinjapalam,80
2024-06-17 05,Kattayikonam,38
2024-06-17 05,Kseb Chakkai,44
2024-06-17 05,Kovalam Junction,14
2024-06-17 05,Kumarapuram,23
2024-06-17 05,Anayara,19
2024-06-17 05,Aruvikkara,32
2024-06-17 05,Valiyathura,42
2024-06-17 05,Panangodu Junction,59
2024-06-17 05,Kallumoodu,4
2024-06-17 05,Pothencode,300
2024-06-17 05,Kazhakkoottam,265
2024-06-17 05,Kanjirampara Junction,11
2024-06-17 05,Fathima Thumba,8
2024-06-17 05,Vettinadu,7
2024-06-17 05,Veli Church,9
2024-06-17 05,Muthalapozhi Palam,5
2024-06-17 05,Vayalikada,26
2024-06-17 05,Pettah Pallimukku,10
2024-06-17 05,Pachalloor School,14
2024-06-17 05,Mangalapuram,70
2024-06-17 05,Rcc Thiruvananthapuram,7
2024-06-17 05,Water Tank Pallithura,20
2024-06-17 05,Valiyashala Mahadeva Temple,17
2024-06-17 05,Venjarammoodu Depot,54
2024-06-17 05,Valiyarathala,10
2024-06-17 05,Chellamagalam Panjayath,26
2024-06-17 05,Chempazhanthy,29
2024-06-17 05,Kazhakkoottam Railway Station,8
2024-06-17 05,Karipur,2
2024-06-17 05,Karamana Junction,67
2024-06-17 05,Mottamoodu,28
2024-06-17 05,Thampanoor-railway Station,11
2024-06-17 05,Vellanchira,34
2024-06-17 05,Pangappara,66
2024-06-17 05,Ooruttambalam,9
2024-06-17 05,Chempoor Junction,2
2024-06-17 05,World Market,59
2024-06-17 05,Chittazha,9
2024-06-17 05,Crpf Gate,52
2024-06-17 05,Pappanamcode,21
2024-06-17 05,Nannattukavu A,3
2024-06-17 05,Beemapalli Back,13
2024-06-17 05,Vattappara,17
2024-06-17 05,Kudappanakunnu Bank Junction,21
2024-06-17 05,Chirayinkeezhu Bus Stand,35
2024-06-17 05,Kattakkada,54
2024-06-17 05,Vencode,2
2024-06-17 05,East Mukkola,17
2024-06-17 05,Thiruvallam,155
2024-06-17 05,Pongumoodu,4
2024-06-17 05,Kottarakkari,12
2024-06-17 05,Kalliyodu,19
2024-06-17 05,Punnakkamugal,8
2024-06-17 05,Aiyroopara,31
2024-06-17 05,Dpi Junction,4
2024-06-17 05,Kuzhivila,24
2024-06-17 05,Museum,5
2024-06-17 05,Murukkumpuzha,45
2024-06-17 05,Maithani,8
2024-06-17 05,Vettukadu,49
2024-06-17 05,Shangumukham Beach,41
2024-06-17 05,Titanium,8
2024-06-17 05,Maranalloor,2
2024-06-17 05,Kumarichantha,44
2024-06-17 05,Kowdiar,18
2024-06-17 05,Chenkottukonam,48
2024-06-17 05,Karakulam Palam,5
2024-06-17 05,Sreekaryam Junction,162
2024-06-17 05,Nettayam,76
2024-06-17 05,Vavarambalam,20
2024-06-17 05,Koithoorkonam,19
2024-06-17 05,Poonthura Junction,22
2024-06-17 05,Plavila,8
2024-06-17 05,Perekonam,6
2024-06-17 05,Jagathy,46
2024-06-17 05,Peyad,12
2024-06-17 05,Puthukurichy Church,14
2024-06-17 05,Mylamoodu,21
2024-06-17 05,Kanjirampara,91
2024-06-17 05,Valiyavila,61
2024-06-17 05,Medical College Bus Stand,22
2024-06-17 05,Padinjattumukku,4
2024-06-17 05,Palayam Saphalyam,5
2024-06-17 05,Rotary,60
2024-06-17 05,Nedumangad Bus Stand,212
2024-06-17 05,Mudavanmugal,12
2024-06-17 05,Kamaleswaram,73
2024-06-17 05,Vellaikadavu,27
2024-06-17 05,Vellayambalam,93
2024-06-17 05,Nalanchira Main Gate,36
2024-06-17 05,Mannanthala,59
2024-06-17 05,Perumathura,20
2024-06-17 05,Law College Junction Kunnukuzhy,9
2024-06-17 05,Channakara,4
2024-06-17 05,Puliyarakkonam,31
2024-06-17 05,Veli Lake,36
2024-06-17 05,Radio Station Monvila,36
2024-06-17 05,Malayinkeezh,9
2024-06-17 05,Kiliyoor,32
2024-06-17 05,Kattadimukku,4
2024-06-17 05,Sainik School,4
2024-06-17 05,Statue,5
2024-06-17 05,Kesavadasapuram,11
2024-06-17 05,Nannattukavu,2
2024-06-17 05,Agricultural College Poonkulam,23
2024-06-17 05,10th Stone Patham Kallu,1
2024-06-17 05,Kunnumpuram Junction,1
2024-06-17 05,Pravachambalam,2
2024-06-17 05,Pirappancode,2
2024-06-17 05,Konkalam Junction,3
2024-06-17 05,Mullassery,1
2024-06-17 05,Karakulam Post,1
2024-06-17 05,Mylom,2
2024-06-17 05,Chettikulangara Sreedevi Temple,12
2024-06-17 05,Plathara,3
2024-06-17 04,Pachalloor,1
2024-06-17 04,Anthiyoorkonam,2
2024-06-17 04,Kachani Junction,57
2024-06-17 04,Padinjattumukku,18
2024-06-17 04,Kudappanakunnu Bank Junction,12
2024-06-17 04,Vellaikadavu,31
2024-06-17 04,Shangumukham,65
2024-06-17 04,Nannattukavu A,8
2024-06-17 04,Malayinkeezh,32
2024-06-17 04,East Mukkola,41
2024-06-17 04,Kuzhivila,28
2024-06-17 04,Thekkada Junction,15
2024-06-17 04,Konchira,33
2024-06-17 04,Kuttimoodu,28
2024-06-17 04,Sn Nagar,27
2024-06-17 04,Chempoor Junction,2
2024-06-17 04,Saraswathy Vidyalaya School,3
2024-06-17 04,Kuravankonam,3
2024-06-17 04,Pattoor Junction,93
2024-06-17 04,Nalanchira Main Gate,24
2024-06-17 04,Vattappara,64
2024-06-17 04,Kazhakkoottam,274
2024-06-17 04,Neyyattinkara Bus Station,71
2024-06-17 04,Civil Station Kudappanakunnu,1
2024-06-17 04,Maithani,16
2024-06-17 04,Pachaloor Chudukadu Temple,11
2024-06-17 04,Balaramapuram,28
2024-06-17 04,Vavarambalam,14
2024-06-17 04,Pettah Railway Station,29
2024-06-17 04,St Andrews,6
2024-06-17 04,Valiyavila,78
2024-06-17 04,Nettayam,46
2024-06-17 04,Statue Sbi Or Secretariat,284
2024-06-17 04,Nehru Junction,6
2024-06-17 04,Vettinadu,13
2024-06-17 04,Mamam,32
2024-06-17 04,Jagathy,33
2024-06-17 04,Aruvikkara,38
2024-06-17 04,Perunelli,4
2024-06-17 04,Kanjirampara Junction,23
2024-06-17 04,Radio Station Monvila,51
2024-06-17 04,Kanjirampara,59
2024-06-17 04,Irinchayam Steps,7
2024-06-17 04,Vedivechan Kovil,11
2024-06-17 04,Attingal Bus Station,252
2024-06-17 04,Chakai,48
2024-06-17 04,Mettukada,48
2024-06-17 04,Peroorkada,19
2024-06-17 04,Irumpa,19
2024-06-17 04,Lms Corporation Office,3
2024-06-17 04,Chowalloor,12
2024-06-17 04,Vayalikada,38
