DATE_HOUR,FROM_STOP_NAME,TOTAL_PASSENGER
2024-07-10 05,Veli Lake,37
2024-07-10 05,Mananthala,25
2024-07-10 05,10th Mile,17
2024-07-10 05,Vellarada,49
2024-07-10 05,Ariyottukonam,9
2024-07-10 05,Chappathu,16
2024-07-10 05,Karakulam Panchayat Office,2
2024-07-10 05,Pangode,12
2024-07-10 05,Karakulam Palam,31
2024-07-10 05,Aryancode,10
2024-07-10 05,Mukola 2nd,5
2024-07-10 05,Paruttippally,1
2024-07-10 05,Vazhuthacaud Womens College,3
2024-07-10 05,Vayalikada,66
2024-07-10 05,Shangumukham Beach,27
2024-07-10 05,Amaravila Check Post,9
2024-07-10 05,Kallayam,21
2024-07-10 05,Nalanchira,7
2024-07-10 05,Thottumukku,38
2024-07-10 05,Mukola 1st,1
2024-07-10 05,Pangappara,106
2024-07-10 05,Venjaramood,40
2024-07-10 05,Peringammala,41
2024-07-10 05,Nannattukavu A,4
2024-07-10 05,Kalliyoor Grama Panchayath Office,47
2024-07-10 05,Alamcode,6
2024-07-10 05,Murukkumpuzha,48
2024-07-10 05,Vamanapuram Phc,39
2024-07-10 05,Pakaloor,4
2024-07-10 05,Aanakulam,10
2024-07-10 05,Athiyanoor,111
2024-07-10 05,Varkala Railway Station,9
2024-07-10 05,Punchakkari,6
2024-07-10 05,Kesavadasapuram,32
2024-07-10 05,Eettimmodu,7
2024-07-10 05,Karumom Vishnu Temple,8
2024-07-10 05,Kulathoor,35
2024-07-10 05,Peyad,93
2024-07-10 05,Nedumangad Bus Stand,1019
2024-07-10 05,Aruvikkara,69
2024-07-10 05,Ambalam,14
2024-07-10 05,East Fort South Bus Stand,376
2024-07-10 05,Mithrumala,30
2024-07-10 05,Poovachal,74
2024-07-10 05,Vazhamuttom,40
2024-07-10 05,Ponmudi Upper Sanitorium,11
2024-07-10 05,Military Hospital Pangodu,8
2024-07-10 05,Plathara,3
2024-07-10 05,Valiyathura Shangumugam,22
2024-07-10 05,Poundukadavu,9
2024-07-10 05,Nehru Junction,5
2024-07-10 05,Vembayam,168
2024-07-10 05,Venjarammoodu Depot,495
2024-07-10 05,Vettinadu,70
2024-07-10 05,Vellayambalam Elankim Devi,71
2024-07-10 05,Vellanad,38
2024-07-10 05,Shangumukham,29
2024-07-10 05,Karatte 1,26
2024-07-10 05,Karakulam Post,5
2024-07-10 05,Radio Station Monvila,45
2024-07-10 05,Kanjirammood,16
2024-07-10 05,Kollamkonam,71
2024-07-10 05,Cheru Vettukadu,4
2024-07-10 05,Peroorkada Depot,195
2024-07-10 05,Thekkada Junction,45
2024-07-10 05,Velavoor,45
2024-07-10 05,Pulinkudy,50
2024-07-10 05,Punalal Junction,3
2024-07-10 05,Dhanuvachapuram Iti,29
2024-07-10 05,Vedivechan Kovil,113
2024-07-10 05,Sainik School,30
2024-07-10 05,Kundamoozhi,7
2024-07-10 05,Chithara,11
2024-07-10 05,Mangalapuram,115
2024-07-10 05,Statue,34
2024-07-10 05,Thumpamanthody,5
2024-07-10 05,Anad,50
2024-07-10 05,Mannanthala,140
2024-07-10 05,Kseb Chakkai,54
2024-07-10 05,Kudappanakunnu Bank Junction,23
2024-07-10 05,Karikkakom Vayanasala,4
2024-07-10 05,Njadoorkonam,82
2024-07-10 05,Vithura Jersey Farm,7
2024-07-10 05,East Fort North Bus Stand,997
2024-07-10 05,Balaramapuram,482
2024-07-10 05,Padippottupara,7
2024-07-10 05,Thannimoodu,139
2024-07-10 05,Thrikkannapuram,32
2024-07-10 05,Kurupuzha,33
2024-07-10 05,Irumba,19
2024-07-10 05,Peroorkada,149
2024-07-10 05,Ooruttambalam,35
2024-07-10 05,Kuttiyani,21
2024-07-10 05,Kamaleswaram,142
2024-07-10 05,Pettah Pallimukku Junction,17
2024-07-10 05,Kachani Junction,56
2024-07-10 05,Government Eye Hospital,12
2024-07-10 05,Elavupalam,5
2024-07-10 05,Nellimoodu Junction,72
2024-07-10 05,Andoorkonam Hospital,10
2024-07-10 05,Dpi Junction,27
2024-07-10 05,Ambalamukku,48
2024-07-10 05,Pirappankode,5
2024-07-10 05,Palode,132
2024-07-10 05,Civil Station Junction Kudappanakunnu,18
2024-07-10 05,Vizhinjam Bus Stand,321
2024-07-10 05,Santhivila Up School,2
2024-07-10 05,Rcc Thiruvananthapuram,48
2024-07-10 05,Aruvippuram Junction,7
2024-07-10 05,Ks Road Kovalam Junction,90
2024-07-10 05,Vazhichal,24
2024-07-10 05,Pmg,84
2024-07-10 05,Kulamancode,12
2024-07-10 05,Oottukuzhy,47
2024-07-10 05,Water Tank Pallithura,7
2024-07-10 05,Karakonam,110
2024-07-10 05,Peroorkada Junction,153
2024-07-10 05,Kanjiramkulam,74
2024-07-10 05,Kunnapuzha Lps,2
2024-07-10 05,Aiyroopara,29
2024-07-10 05,Kuthirakalam Junction,9
2024-07-10 05,Kamukincode,11
2024-07-10 05,Valiyathura,15
2024-07-10 05,Kovakode,3
2024-07-10 05,Madrasmukku,6
2024-07-10 05,8th Mile,9
2024-07-10 05,Nilamamoodu,42
2024-07-10 05,Mettukada,71
2024-07-10 05,Madathara Bus Stand,34
2024-07-10 05,Museum Public Office Complex,21
2024-07-10 05,Kottarakkari,16
2024-07-10 05,Kumarichantha,53
2024-07-10 05,Bakery Junction,3
2024-07-10 05,Kulasekharam,36
2024-07-10 05,Valiyathura Iti,1
2024-07-10 05,Easwara Vilasam Cotton Hill School,41
2024-07-10 05,Chengalloor Hll,6
2024-07-10 05,Konniyoor Junction,13
2024-07-10 05,Pullampara Palam,42
2024-07-10 05,Paruthikuzhi,6
2024-07-10 05,Kambamkode,4
2024-07-10 05,Pulayanarkotta,18
2024-07-10 05,Karimancode,3
2024-07-10 05,Pulimood,21
2024-07-10 05,Moozhi,27
2024-07-10 05,Konchira,36
2024-07-10 05,Killy,8
2024-07-10 05,Kattakkada,341
2024-07-10 05,Erayamcode Junction,2
2024-07-10 05,Mangalathukonam,17
2024-07-10 05,Thottakkade,4
2024-07-10 05,Veli Church,14
2024-07-10 05,Nalamkallu,15
2024-07-10 05,Pullanivila,1
2024-07-10 05,Perumathura,23
2024-07-10 05,Chiramukku,19
2024-07-10 05,Vithura Bus Station,39
2024-07-10 05,Sreekaryam Junction,193
2024-07-10 05,Chittazha,71
2024-07-10 05,Karyavattom University,84
2024-07-10 05,Punnakkamugal Junction,5
2024-07-10 05,Kuravankuzhi,16
2024-07-10 05,Plavila,2
2024-07-10 05,Postoffice Junction Parassala,114
2024-07-10 05,Kanjirampara Junction,47
2024-07-10 05,Adimalathrua Church,19
2024-07-10 05,Malayam,19
2024-07-10 05,Thirumala,21
2024-07-10 05,Beema Pally,39
2024-07-10 05,Poovar Junction,60
2024-07-10 05,Pothencode,502
2024-07-10 05,Mylamoodu,23
2024-07-10 05,Panthalakkod,6
2024-07-10 05,Kachani,6
2024-07-10 05,Kakkamoola,6
2024-07-10 05,East Fort,87
2024-07-10 05,Avaneeswaram,5
2024-07-10 05,Koliyacode,32
2024-07-10 05,Parandode,43
2024-07-10 05,Udiyankulangara,65
2024-07-10 05,Peringammala Market Junction,7
2024-07-10 05,Murukkumon,8
2024-07-10 05,Santhivila Junction,13
2024-07-10 05,Uriyacode,20
2024-07-10 05,Padinjattumukku,8
2024-07-10 05,Karakulam,5
2024-07-10 05,Maranalloor,11
2024-07-10 05,Muthalapozhi Palam,5
2024-07-10 05,Doordarshan,1
2024-07-10 05,Vithura Kalang,2
2024-07-10 05,Chenkotukonam,4
2024-07-10 05,Vettinad,6
2024-07-10 05,Ayoor,15
2024-07-10 05,Overbridge Pulimoodu,1
2024-07-10 05,Kalayapurm,6
2024-07-10 05,Thoongampara,8
2024-07-10 05,Paruthippara,4
2024-07-10 05,Sasthamangalam,11
2024-07-10 05,Kudayal,9
2024-07-10 05,Derppakkadu,7
2024-07-10 05,Pulippara Juma Masjid,3
2024-07-10 05,Perunelli,6
2024-07-10 05,Kovilloor Ambalam,6
2024-07-10 05,Kudappanamoodu,13
2024-07-10 05,Manchavilakom School,17
2024-07-10 05,Kadukkara,2
2024-07-10 05,Kunnikode,8
2024-07-10 05,Mannanthala Junction,3
2024-07-10 05,Karikkakom Temple,10
2024-07-10 05,Manakkala A,4
2024-07-10 05,Cherappally,7
2024-07-10 05,Vettikavala,9
2024-07-10 05,Aruvattukonam Point,3
2024-07-10 05,Cheriyakonni,3
2024-07-10 05,Chadayamangalam Bus Stand,10
2024-07-10 05,Chilanthikuzhy,1
2024-07-10 05,Kudavoor,3
2024-07-10 05,Padappithottam,18
2024-07-10 05,Pattara,3
2024-07-10 05,Meenakal,25
2024-07-10 05,Pappanchani Junction,3
2024-07-10 05,Perayam,4
2024-07-10 05,Kims Venpalavattom,2
2024-07-10 05,Contonment Gate,3
2024-07-10 05,Karippoor,6
2024-07-10 05,Mandapathinkadavu,23
2024-07-10 05,Thinavila,1
2024-07-10 05,Anappara,1
2024-07-10 05,Model School Thycaud,5
2024-07-10 05,Palathara,1
2024-07-10 05,Muramel,2
2024-07-10 05,Jawahar Colony Thiruvananthapuram,1
2024-07-10 05,Kuthali,3
2024-07-10 05,Mangalackal,1
2024-07-10 05,Sree Chithra Medical College,1
2024-07-10 05,Azhikode,1
2024-07-10 05,Beemapalli Back,2
2024-07-10 05,Viswapuram,2
2024-07-10 05,Chellanchy,8
2024-07-10 05,Attukal Temple,1
2024-07-10 05,Sk Hospital,2
2024-07-10 05,Vellangad,12
2024-07-10 05,Uchakada,4
2024-07-10 05,Venpalavattom Devi Temple,1
2024-07-10 05,Chempoor Junction,2
2024-07-10 05,Eswaravilasam,1
2024-07-10 05,Chippanchira Bridge,1
2024-07-10 05,Thamalam,1
2024-07-10 05,Mannamthala,2
2024-07-10 05,Mukkola,168
2024-07-10 05,Nagaroor,2
2024-07-10 05,Karikkakom Bridge,4
2024-07-10 05,Karette,187
2024-07-10 05,Thumpod,10
2024-07-10 05,10th Stone Patham Kallu,57
2024-07-10 05,Edapazhanji Pangode Fish Market,19
2024-07-10 05,Pwodeesyaram Society Muku,4
2024-07-10 05,Agricultural College Poonkulam,25
2024-07-10 05,Pallichal Junction,136
2024-07-10 05,Vellumannady Palam,15
2024-07-10 05,Venkulam,5
2024-07-10 05,Vazhuthacaud Kalabhavan Theatre,21
2024-07-10 05,Chenkottukonam Astlramam Swamiyar Madam,1
2024-07-10 05,Karamana Junction,144
2024-07-10 05,Punnamoodu,34
2024-07-10 05,Maruthoorkadavu,36
2024-07-10 05,Vizhinjam,39
2024-07-10 05,Chettachal,4
2024-07-10 05,Koottappu,7
2024-07-10 05,East Mukkola,43
2024-07-10 05,Maruthamala Post Office,2
2024-07-10 05,Malayinkil,11
2024-07-10 05,Punnakkamugal,8
2024-07-10 05,Valiyashala Mahadeva Temple,7
2024-07-10 05,Pamamcode,13
2024-07-10 05,Pattoor Junction,142
2024-07-10 05,Maruthankuzhi,63
2024-07-10 05,Poonthura Junction,18
2024-07-10 05,Keezhayikonam,24
2024-07-10 05,Kunnapuzha,7
2024-07-10 05,Kuttichal,95
2024-07-10 05,Kochupally,119
2024-07-10 05,Kaliyakkavilai Bus Stand,233
2024-07-10 05,Choodal,15
2024-07-10 05,Mulayara,18
2024-07-10 05,Punnkka Thope,1
2024-07-10 05,Pettah Pallimukku,4
2024-07-10 05,Palukal,15
2024-07-10 05,Palayam Fine Arts College,42
2024-07-10 05,World Market,90
2024-07-10 05,Valiyarathala,17
2024-07-10 05,Karipur,23
2024-07-10 05,Mottamoodu,25
2024-07-10 05,Kudappanakunnu Civil Station Jn,5
2024-07-10 05,Pattoor,150
2024-07-10 05,Chakai,126
2024-07-10 05,Killiy,4
2024-07-10 05,Attingal Bus Station,335
2024-07-10 05,Karakulam Panchayath,47
2024-07-10 05,Malayinkeezh,57
2024-07-10 05,Chayam,12
2024-07-10 05,Madathikonam,1
2024-07-10 05,Vandithadam,139
2024-07-10 05,Malayinkeezhu,13
2024-07-10 05,Pezhummoodu Junction,35
2024-07-10 05,Poovar Bus Stand,378
2024-07-10 05,Arattukuzhi,15
2024-07-10 05,Kattakada Ksrtc Depot,39
2024-07-10 05,Malamelkunnu,19
2024-07-10 05,Perekonam,26
2024-07-10 05,Kaliyakkavilai,5
2024-07-10 05,Manavary,20
2024-07-10 05,Neyyaattinkara,33
2024-07-10 05,Panangodu Junction,76
2024-07-10 05,Aruvikkara Dam,2
2024-07-10 05,Kallumoodu,27
2024-07-10 05,Cheriyakolla,31
2024-07-10 05,Vavarambalam,1
2024-07-10 05,Neeramankara,86
2024-07-10 05,Kuttimoodu,62
2024-07-10 05,Civil Station Kudappanakunnu,45
2024-07-10 05,Sankaramugham School,21
2024-07-10 05,Vizhavoor Kulam,1
2024-07-10 05,Kovalam Beach,23
2024-07-10 05,Anandeshwaram,1
2024-07-10 05,Panachamoodu,58
2024-07-10 05,Pannimala,3
2024-07-10 05,Eliyavoor,49
2024-07-10 05,Kodunganoor,59
2024-07-10 05,Vellarada Ksrtc Depot,121
2024-07-10 05,Chengamanad,10
2024-07-10 05,Ootukuzhi,1
2024-07-10 05,Aduvalli Palam,3
2024-07-10 05,Kazhakkoottam,548
2024-07-10 05,East South Fort Bus Stand,335
2024-07-10 05,Ambalathara,17
2024-07-10 05,Chowalloor,13
2024-07-10 05,School Junction Anapetty,5
2024-07-10 05,Valiyavila,141
2024-07-10 05,East Fort Bus Stand,316
2024-07-10 05,Kallambalam,4
2024-07-10 05,Oottuauzhy,14
2024-07-10 05,8th Stone,25
2024-07-10 05,Crpf Gate,46
2024-07-10 05,Medical College Thiruvananthapuram,39
2024-07-10 05,Nanniyode,73
2024-07-10 05,Museum,7
2024-07-10 05,Vettukadu,37
2024-07-10 05,Konkalam Junction,1
2024-07-10 05,Kanjirapara,5
2024-07-10 05,Mukkolakkal,24
2024-07-10 05,Kowdiar,55
2024-07-10 05,Melamcode,9
2024-07-10 05,Vencode,35
2024-07-10 05,Ganga Nagar,1
2024-07-10 05,Mylom,10
2024-07-10 05,Kerala University,31
2024-07-10 05,Statue Sbi,572
2024-07-10 05,Oottukuzhi,3
2024-07-10 05,Cvr Puram,8
2024-07-10 05,Rotary,78
2024-07-10 05,Chullimanoor,74
2024-07-10 05,Nannattukavu,13
2024-07-10 05,Kanchinada,11
2024-07-10 05,Perumkuzhi,32
2024-07-10 05,Aryanad,14
2024-07-10 05,6th Stone Vazhayila,72
2024-07-10 05,Fort Hospital,11
2024-07-10 05,Vazhavilapaalam,6
2024-07-10 05,Perumkadavila,14
2024-07-10 05,Sreekaryam,9
2024-07-10 05,Thiruvallam,273
2024-07-10 05,Kudappanakunnu,2
2024-07-10 05,Post Office Manivila,21
2024-07-10 05,Poovanathin Moodu,9
2024-07-10 05,Kadakkal,38
2024-07-10 05,Koithoorkonam,5
2024-07-10 05,Chanthavila,48
2024-07-10 05,Concordia Lutheran High School,9
2024-07-10 05,Charummoodu,61
2024-07-10 05,Mudavanmugal,24
2024-07-10 05,Parassala,144
2024-07-10 05,Titanium,13
2024-07-10 05,Puliyarakkonam,47
2024-07-10 05,Sree Karyam,74
2024-07-10 05,Madhupalam,21
2024-07-10 05,Thiruvallom School,2
2024-07-10 05,Mundela,30
2024-07-10 05,Paruthikkuzhy,14
2024-07-10 05,Olathanni Junction,24
2024-07-10 05,Changa Junction,9
2024-07-10 05,Anchamkallu,39
2024-07-10 05,Thampanoor,36
2024-07-10 05,Tholicode,43
2024-07-10 05,Nilamel,30
2024-07-10 05,General Hospital Trivandrum,1
2024-07-10 05,Pattom Sut Hospital,4
2024-07-10 05,Nilamamood,5
2024-07-10 05,Kazhakkoottam Railway Station,3
2024-07-10 05,Uchakkada,138
2024-07-10 05,Government Lp School Marayamuttom,5
2024-07-10 05,Vellanchira,45
2024-07-10 05,Karakulam Keltron Junction,5
2024-07-10 05,Neyyattinkara Bus Station,748
2024-07-10 05,Kulangarakonam,4
2024-07-10 05,Anayara,14
2024-07-10 05,Thampanoor Ktdc Chaithram,139
2024-07-10 05,Korani Junction,108
2024-07-10 05,Kattayikonam,94
2024-07-10 05,Anthiyoorkonam,25
2024-07-10 05,Cherukode Junction,18
2024-07-10 05,Vellanad Bus Stand,166
2024-07-10 05,Chellamagalam Panjayath,45
2024-07-10 05,Ooroottukala Temple,7
2024-07-10 05,Vettuthura,16
2024-07-10 05,Vavara Ambalam,7
2024-07-10 05,Nalanchira Main Gate,120
2024-07-10 05,Puthanpalam,58
2024-07-10 05,Thozhukkal,32
2024-07-10 05,Ulloor,294
2024-07-10 05,Pirappancode,70
2024-07-10 05,Amboori,21
2024-07-10 05,Chempazhanthy,80
2024-07-10 05,Poojapura Junction,4
2024-07-10 05,Nettayam,115
2024-07-10 05,Mulluvengamood,37
2024-07-10 05,Elavattom,20
2024-07-10 05,Mele Aramthanam,19
2024-07-10 05,Maithani,16
2024-07-10 05,Vattappara,129
2024-07-10 05,Kallara Bus Stand,256
2024-07-10 05,Pappanamcode,260
2024-07-10 05,Pazhayakada Junction,37
2024-07-10 05,Chenkavila Junction,52
2024-07-10 05,Arumanior Junction,49
2024-07-10 05,Chenkottukonam,57
2024-07-10 05,Puthiyathura Junction,116
2024-07-10 05,Eruthavoor,20
2024-07-10 05,Vithura Kalung Junction,72
2024-07-10 05,Kulappada,5
2024-07-10 05,Pammathikeezhu,8
2024-07-10 05,Pattom Psc,16
2024-07-10 05,Kuriyodu,7
2024-07-10 05,Paraniyam,58
2024-07-10 05,Navacode Maranallur,7
2024-07-10 05,Mukkolakkal Temple,10
2024-07-10 05,Irinchayam Steps,42
2024-07-10 05,Chemboor,19
2024-07-10 05,Chappath,52
2024-07-10 05,Irinchayam,18
2024-07-10 05,Melitary Hospital,9
2024-07-10 05,Powdikonam,7
2024-07-10 05,Panavoor,1
2024-07-10 05,Murinjapalam,98
2024-07-10 05,Memala Ration Kada,10
2024-07-10 05,Law College Junction Kunnukuzhy,5
2024-07-10 05,Thampanoor Main Bus Stand,1387
2024-07-10 05,Parassalla,44
2024-07-10 05,Ajayapuram,5
2024-07-10 05,Plamoodu,5
2024-07-10 05,Chirayinkeezhu Bus Stand,44
2024-07-10 05,Kavinpuram,8
2024-07-10 05,Kallikadu A,20
2024-07-10 05,Block Junction Venkavila,9
2024-07-10 05,Kumarapuram,79
2024-07-10 05,St Andrews,14
2024-07-10 05,Thennoor,11
2024-07-10 05,Pottanchira,16
2024-07-10 05,Vandannur,23
2024-07-10 05,Pattom Sut Office,433
2024-07-10 05,Mullassery,15
2024-07-10 05,Vellayambalam,239
2024-07-10 05,Kaniyapuram,161
2024-07-10 05,Medical College Sat,2
2024-07-10 05,Aliyeltharatta,1
2024-07-10 05,Venkavila Junction,21
2024-07-10 05,Jts Mancha,11
2024-07-10 05,Pezhummoodu,5
2024-07-10 05,Channakara,4
2024-07-10 05,Ookkodu,22
2024-07-10 05,Kuzhivila,83
2024-07-10 05,Avanavanchery,6
2024-07-10 05,Kayalkara,25
2024-07-10 05,Sn Nagar,77
2024-07-10 05,Medical College Bus Stand,98
2024-07-10 05,Seemamulamukku,43
2024-07-10 05,Kilimanoor,11
2024-07-10 05,Thampanoor Railway Station,25
2024-07-10 05,Ksrtc Bus Stand Kilimanoor,108
2024-07-10 05,Nettirachira,36
2024-07-10 05,Kalliyodu,34
2024-07-10 05,Parasuvaikkal,65
2024-07-10 05,Mulayara Junction,18
2024-07-10 05,Keezharoor,14
2024-07-10 05,Puthukurichy Church,18
2024-07-10 05,Chemmarathumukku,6
2024-07-10 05,Vizhinjam Harbour,21
2024-07-10 05,16th Mile,98
2024-07-10 05,Mamam,35
2024-07-10 05,Kumari Chantha,2
2024-07-10 05,Lms Corporation Office,15
2024-07-10 05,Anthiyoorkonam Junction,4
2024-07-10 05,Devaswom Board,5
2024-07-10 05,Pachalloor School,108
2024-07-10 05,Theviyode,6
2024-07-10 05,Dpi,27
2024-07-10 05,Iqbal College,14
2024-07-10 05,Palugal,3
2024-07-10 05,Chirattakonam,4
2024-07-10 05,Kallummoodu,5
2024-07-10 05,Pappanamcode Ksrtc Depot,4
2024-07-10 05,Fathima Thumba,6
2024-07-10 05,Vazhuthacaud,1
2024-07-10 05,Velayambalam,5
2024-07-10 05,Kodukunnu Palli Or Puthukunnu Church,1
2024-07-10 05,Valliya Kattayikkal,4
2024-07-10 05,Mannamkonam,14
2024-07-10 05,Karakulam Panchayath Office,8
2024-07-10 05,Mylammoode,1
2024-07-10 05,Pazhinji Para,12
2024-07-10 05,Pangalthadam,4
2024-07-10 05,Aanad,6
2024-07-10 05,Maranallur,2
2024-07-10 05,Pongumoodu,12
2024-07-10 05,Chengalloor,3
2024-07-10 05,Palayam,1
2024-07-10 05,Puthuveettumele,6
2024-07-10 05,Karipoor,6
2024-07-10 05,Arappura,18
2024-07-10 05,Pidaram Junction,3
2024-07-10 05,6th Stone,10
2024-07-10 05,Peringamala,7
2024-07-10 05,Pachaloor Chudukadu Temple,2
2024-07-10 05,Valakom,3
2024-07-10 05,Kanakkuzhi,1
2024-07-10 05,Pattom,15
2024-07-10 05,East Fort South Stand 2,5
2024-07-10 05,Scooter Factory,9
2024-07-10 05,Erappukuzhi,1
2024-07-10 05,Paippinmoodu,20
2024-07-10 05,Mangalapuram East,14
2024-07-10 05,Kattadimukku,5
2024-07-10 05,Pachalloor,1
2024-07-10 05,Proorkada,2
2024-07-10 05,Ponnara School,2
2024-07-10 05,Palachira,2
2024-07-10 05,Vithura Kalung,8
2024-07-10 05,Koothali,6
2024-07-10 05,Kottamukal,5
2024-07-10 05,Nilamammod,1
2024-07-10 05,Machel Temple,1
2024-07-10 05,Villant,2
2024-07-10 05,Muttada,2
2024-07-10 05,Varkala Temple,1
2024-07-10 05,Chavadi Junction,7
2024-07-10 05,Chettikulangara Sreedevi Temple,1
2024-07-10 05,Punnakkulam,6
2024-07-10 05,Kunnathukal Hospital Or Kattachalvila,4
2024-07-10 05,Karyavattom,1
2024-07-10 05,Njekkad,1
2024-07-10 05,Chayan,3
2024-07-10 05,Oolan Kuzhi,2
2024-07-10 05,Pallivila,3
2024-07-10 05,Kannampalli,1
2024-07-10 05,Koovakaad,2
2024-07-10 05,Kunnumpuram Junction,5
2024-07-10 05,Kurisadi Junction Karyavattom,1
2024-07-10 05,Killipalam,9
2024-07-10 05,Mulakkalathukavu,1
2024-07-10 04,Karakulam Palam,42
2024-07-10 04,Thirumala,32
2024-07-10 04,Vellayambalam,245
2024-07-10 04,Anad,27
2024-07-10 04,Easwara Vilasam Cotton Hill School,40
2024-07-10 04,Ganga Nagar,5
2024-07-10 04,Pulimood,35
2024-07-10 04,Museum,18
2024-07-10 04,Pothencode,468
2024-07-10 04,Medical College,50
2024-07-10 04,Kovalam Beach,50
2024-07-10 04,Veli Lake,30
2024-07-10 04,Peroorkada Junction,285
2024-07-10 04,Fathima Thumba,12
2024-07-10 04,Vellanad Bus Stand,131
2024-07-10 04,Kattadimukku,23
2024-07-10 04,Sankaramugham School,40
2024-07-10 04,Venjarammoodu Depot,635
2024-07-10 04,Nellivila School,11
2024-07-10 04,Bharathanoor Junction,9
2024-07-10 04,Melathumele,11
2024-07-10 04,Chengalloor Hll,9
2024-07-10 04,Chittazha,99
2024-07-10 04,Kallambalam,14
2024-07-10 04,Koppam,30
2024-07-10 04,Manalayam,20
2024-07-10 04,Nannattukavu,21
2024-07-10 04,Kurupuzha,33
2024-07-10 04,Thrikkannapuram,10
2024-07-10 04,Valliarapankaadu,11
2024-07-10 04,Kalayapuram,11
2024-07-10 04,Kuttimoodu,121
2024-07-10 04,Chakai,156
2024-07-10 04,Palukal Panchayath,6
2024-07-10 04,Vellaikadavu,69
2024-07-10 04,Panangodu Junction,39
2024-07-10 04,Kunnumpuram Junction,3
2024-07-10 04,Muthuvila,71
2024-07-10 04,Parandode,21
2024-07-10 04,Vettukadu,28
2024-07-10 04,Chenkottukonam,60
2024-07-10 04,Kamaleswaram,270
2024-07-10 04,Pirappancode,56
2024-07-10 04,Punchakkari,65
2024-07-10 04,Poovachal,71
2024-07-10 04,Keezhayikonam,21
2024-07-10 04,Santhivila,9
2024-07-10 04,Vizhinjam Bus Stand,223
2024-07-10 04,Parasuvaikkal,110
2024-07-10 04,Mulluvengamood,44
2024-07-10 04,Anchamkallu,32
2024-07-10 04,Arattukuzhi,10
2024-07-10 04,Paruthikuzhi,8
2024-07-10 04,Vencode,53
2024-07-10 04,Karakulam Keltron Junction,28
2024-07-10 04,Punalal Junction,15
2024-07-10 04,Jawaharcolony,9
2024-07-10 04,Nirppukala,8
2024-07-10 04,Neeramankara,110
2024-07-10 04,Palode,135
2024-07-10 04,Murinjapalam,125
2024-07-10 04,Vavode Church,9
2024-07-10 04,Pattom,20
2024-07-10 04,Mylamoodu,30
2024-07-10 04,Thattathumla,3
2024-07-10 04,Kanjiramkulam,61
2024-07-10 04,Valiyashala Mahadeva Temple,24
2024-07-10 04,Karyavattom,9
2024-07-10 04,Karamana Junction,138
2024-07-10 04,Pozhiyoor Junction,5
2024-07-10 04,Santhivila Up School,15
2024-07-10 04,Kattayikonam,60
2024-07-10 04,Chirayinkeezhu Bus Stand,103
2024-07-10 04,Paruttippally,5
2024-07-10 04,Ayurveda College,10
2024-07-10 04,Marketroad Kallambalam,1
2024-07-10 04,Elavattom,15
2024-07-10 04,Crpf Gate,66
2024-07-10 04,Vellanad,49
2024-07-10 04,Thampanoor Railway Station,151
2024-07-10 04,Peringammala Market Junction,10
2024-07-10 04,Santhivila Junction,12
2024-07-10 04,Kovillor Ambalam,3
2024-07-10 04,Chittoor,8
2024-07-10 04,Peringammala,82
2024-07-10 04,Kallara,23
2024-07-10 04,Edapazhanji Pangode Fish Market,27
2024-07-10 04,Nehru Junction,8
2024-07-10 04,Velavoor,33
2024-07-10 04,East Mukkola,47
2024-07-10 04,Padinjattumukku,15
2024-07-10 04,Panachamoodu,86
2024-07-10 04,Thannimoodu,166
2024-07-10 04,Karyavattom University,81
2024-07-10 04,Aruvikkara,74
2024-07-10 04,Pullampara Palam,50
2024-07-10 04,Kachani,20
2024-07-10 04,Uriyacode Junction,36
2024-07-10 04,Menilam Library,16
2024-07-10 04,Malayinkeezhu,17
2024-07-10 04,Military Hospital Pangodu,35
2024-07-10 04,Mamam,39
2024-07-10 04,16th Mile,89
2024-07-10 04,Anayara,64
2024-07-10 04,Erayamcode,9
2024-07-10 04,Eliyavoor,42
2024-07-10 04,Pongumoodu,23
2024-07-10 04,Vizhavoor Kulam,13
2024-07-10 04,Konniyoor Junction,32
2024-07-10 04,Thumpod,16
2024-07-10 04,Parassala,210
2024-07-10 04,Nellimoodu Junction,99
2024-07-10 04,Oottukuzhy,7
2024-07-10 04,Puthukurichy Church,14
2024-07-10 04,Kuravankuzhi,9
2024-07-10 04,Vattappara,173
2024-07-10 04,Kulasekharam,79
2024-07-10 04,Mariapuram Junction,2
2024-07-10 04,Nedumangad Bus Stand,896
2024-07-10 04,Moozhi,25
2024-07-10 04,10th Stone Patham Kallu,65
2024-07-10 04,Chempazhanthy,65
2024-07-10 04,Tholicode,45
2024-07-10 04,Killipalam,4
2024-07-10 04,Koottappu,4
2024-07-10 04,Karakonam,91
2024-07-10 04,Ponganadu,3
2024-07-10 04,Pattoor Junction,179
2024-07-10 04,Chithara,7
2024-07-10 04,Vizhinjam Depo,19
2024-07-10 04,Nalanchira Main Gate,130
2024-07-10 04,Ookkodu,21
2024-07-10 04,Scooter Factory,7
2024-07-10 04,Government Lp School Marayamuttom,22
2024-07-10 04,Block Junction Venkavila,2
2024-07-10 04,Titanium,23
2024-07-10 04,Statue Bsnl,65
2024-07-10 04,Amboori,17
2024-07-10 04,Kamukincode,6
2024-07-10 04,Pallichal Junction,156
2024-07-10 04,Balaramapuram,437
2024-07-10 04,Kadinamkulam,20
